Recipe,Cuisine,Vegetarian,Vegan,Rose House Dining Room,104West!,Becker House Dining Room,Cook House Dining Room,Jansen's Dining Room at Bethe House,Keeton House Dining Room,Morrison Dining,North Star Dining Room,Okenshields,Risley Dining Room,Straight from the Market
Shrimp Po'Boy Sandwich,American,N,N,Y,N,N,N,N,N,N,N,N,N,Y
Chicken Nuggets,American,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N
Thyme Scented Carrots,None,Y,Y,Y,N,Y
Simply Steamed Green Beans,None,Y,Y,Y,N,Y,Y,N,Y
Shrimp Poke Bowl,Hawaiian,N,N,Y
Pork Bahn Mi Sandwich Bar,Vietnamese,N,N,Y
Pickled Daikon Salad,Asian,Y,Y,Y,N,N,N,N,N,Y
Kettle Cuisine Tomato Bisque,French,Y,N,Y
"Jollof Rice ",West African,N,N,Y
Jerk Style Chicken Drumsticks,Jamaican,N,N,Y
Hoisin Mayo,Chinese,N,N,Y
Fresh Shredded Lettuce,None,Y,Y,Y,N,N,Y
Fresh Cilantro,None,Y,Y,Y
"Cucumber ",None,Y,Y,Y
Beans & Greens Stew,None,Y,Y,Y
Baguette,None,Y,Y,Y
"French Fries ",American,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y
Beef Bulgogi,Korean,N,N,Y,N,N,N,N,N,Y
Vinaigrette Marinated Tuna Salad,None,Y,Y,Y
Vegan Chocolate Cake,Dessert,Y,Y,Y
Sesame Marinated Tofu,Asian,Y,Y,Y,N,Y
"Pastries, Cakes & Desserts",Dessert,N,N,Y,N,N,Y,Y,Y
Green Goddess Dressing,None,N,N,Y,N,N,N,N,N,N,Y
Traditional Hummus,Mediterranean,Y,Y,Y,N,N,N,N,Y,N,N,N,Y
Seedless White Grapes,None,Y,Y,Y
Seedless Red Grapes,None,Y,Y,Y,N,N,N,Y
Roasted Corn & Black Bean Salad,Mexican,Y,Y,Y,Y,Y,N,N,N,N,N,Y
Lavash Chips,Mediterranean,Y,Y,Y
Hot & Cold Beverage Service,None,Y,Y,Y,N,Y,N,Y
Healthy Style Salad Station,None,Y,Y,Y,N,Y,Y,Y,Y
Fresh Fruit Slices,None,Y,Y,Y,N,Y,Y,N,N,N,N,Y
Cornell Dairy Yogurt,None,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y
Fresh Whole Fruit,None,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
Cornell Dairy Ice Cream,Dessert,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
